Sales_Rep,Business,Age,Female,Years,College,Personality,Certficates,Feedback,Salary,NPS
4332,Hardware,40,0,5,Yes,Diplomat,1,3.15,107000,9
4337,Hardware,46,1,2,No,Sentinel,0,1.88,42800,2
4340,Hardware,61,1,2,Yes,Explorer,3,2.81,61800,8
4342,Hardware,60,0,5,No,Explorer,5,1.82,110000,10
4344,Hardware,38,1,2,No,Analyst,1,1.48,50400,3
4350,Hardware,30,1,4,Yes,Explorer,1,4,73000,9
4353,Hardware,30,0,1,No,Explorer,3,2.5,65000,8
4354,Hardware,48,0,1,Yes,Sentinel,1,3.74,84000,10
4356,Hardware,41,0,2,No,Analyst,5,2.62,52000,5
4357,Hardware,45,1,1,No,Sentinel,3,1.38,47000,7
4358,Hardware,34,0,2,No,Diplomat,1,3.34,58000,6
4359,Hardware,65,0,10,Yes,Explorer,1,3.09,88000,6
4361,Hardware,36,0,2,Yes,Diplomat,2,1.3,82000,6
4365,Hardware,40,0,2,Yes,Analyst,3,1.77,71000,2
4367,Hardware,35,0,3,No,Explorer,2,2.3,105000,7
4370,Hardware,56,0,2,Yes,Explorer,5,1.42,87000,8
4371,Hardware,55,0,2,Yes,Diplomat,1,1.15,66000,4
4374,Hardware,39,1,10,Yes,Diplomat,5,1.68,109200,9
4376,Hardware,53,0,10,Yes,Diplomat,3,3.41,86000,5
4377,Hardware,26,0,2,No,Sentinel,3,2.22,44000,2
4378,Hardware,45,0,5,No,Explorer,1,3.96,119000,9
4380,Hardware,62,0,1,Yes,Explorer,1,1.52,96000,7
4381,Hardware,32,0,2,Yes,Explorer,0,2.69,86000,7
4382,Hardware,52,0,1,No,Analyst,5,1.26,65000,4
4383,Hardware,52,1,1,Yes,Explorer,4,2.27,101600,5
4384,Hardware,58,0,1,Yes,Explorer,0,1.65,59000,4
4386,Hardware,40,1,2,Yes,Diplomat,2,3.15,82000,4
4388,Hardware,62,0,1,Yes,Analyst,1,2.53,63000,3
4390,Hardware,39,0,1,No,Diplomat,1,2.08,71000,5
4391,Hardware,63,0,9,Yes,Explorer,0,3.9,88000,8
4392,Hardware,51,1,7,No,Diplomat,3,3.35,86800,8
4394,Hardware,25,1,2,No,Diplomat,2,3.45,62000,8
4395,Hardware,48,0,2,Yes,Explorer,2,3.75,91000,9
4397,Hardware,53,0,2,Yes,Diplomat,3,4,134000,8
4398,Hardware,52,1,2,Yes,Explorer,1,3.72,88600,7
4399,Hardware,56,0,2,No,Diplomat,1,1.5,58000,5
4403,Hardware,44,0,1,Yes,Diplomat,3,1.89,87000,7
4406,Hardware,25,0,5,No,Diplomat,1,4,54000,7
4407,Hardware,31,0,2,Yes,Diplomat,3,4,94000,8
4408,Hardware,33,0,1,No,Explorer,1,3.67,57000,5
4413,Hardware,58,0,3,No,Sentinel,4,2.34,69000,4
4415,Hardware,29,1,2,Yes,Explorer,5,2.06,71200,8
4417,Hardware,57,0,2,No,Explorer,2,3.21,60000,6
4418,Hardware,29,0,2,Yes,Diplomat,2,4,90000,10
4420,Hardware,33,0,8,Yes,Diplomat,3,2.88,113000,8
4421,Hardware,63,1,9,Yes,Explorer,2,4,97400,9
4423,Hardware,56,1,2,Yes,Explorer,3,4,92800,7
4432,Hardware,54,1,2,Yes,Explorer,3,2.05,101200,10
4433,Hardware,44,0,9,Yes,Diplomat,0,1.12,67000,5
4434,Hardware,60,1,1,Yes,Diplomat,0,1.38,46000,6
4435,Hardware,27,0,2,Yes,Diplomat,3,3.65,93000,8
4437,Hardware,46,0,5,Yes,Diplomat,4,4,137000,9
4439,Hardware,34,1,4,Yes,Analyst,3,3.91,64200,7
4440,Hardware,49,1,7,Yes,Sentinel,1,3.21,79200,6
4441,Hardware,35,1,1,Yes,Diplomat,4,3.44,91000,8
4443,Hardware,61,0,1,Yes,Explorer,2,1.53,78000,6
4444,Hardware,30,0,1,No,Diplomat,0,1.22,43000,5
4449,Hardware,61,0,2,No,Diplomat,2,1.2,76000,4
4451,Hardware,61,1,6,Yes,Diplomat,2,4,78800,9
4453,Hardware,32,0,2,Yes,Diplomat,3,1.95,79000,8
4454,Hardware,55,0,6,Yes,Diplomat,4,2.7,103000,9
4456,Hardware,58,0,2,No,Diplomat,4,1.65,80000,6
4457,Hardware,37,1,1,Yes,Explorer,2,2.13,68600,5
4459,Hardware,60,1,2,Yes,Analyst,0,2.52,65000,4
4463,Hardware,62,0,2,No,Explorer,3,2.43,66000,7
4464,Hardware,28,0,2,Yes,Explorer,4,1.89,72000,10
4466,Hardware,25,0,8,Yes,Analyst,4,1.72,53000,4
4467,Hardware,42,1,1,Yes,Explorer,2,1.14,72600,4
4469,Hardware,59,0,2,No,Explorer,1,1.91,68000,5
4470,Hardware,27,0,2,Yes,Explorer,4,3.04,89000,7
4471,Hardware,61,1,2,Yes,Sentinel,5,3.68,102800,7
4472,Hardware,63,0,2,Yes,Diplomat,4,3.25,98000,6
4475,Hardware,59,1,4,Yes,Analyst,0,1.84,56200,4
4476,Hardware,43,0,4,Yes,Diplomat,3,2.56,97000,9
4480,Hardware,53,1,2,Yes,Diplomat,2,3.21,64400,8
4481,Hardware,62,0,2,Yes,Diplomat,0,4,85000,7
4485,Hardware,31,0,1,Yes,Diplomat,2,2.4,62000,3
4487,Hardware,45,0,1,No,Explorer,0,2.47,50000,3
4491,Hardware,64,0,7,No,Analyst,4,3.25,41000,8
4494,Hardware,33,0,1,Yes,Explorer,2,1.32,71000,5
4495,Hardware,50,0,3,No,Explorer,0,1.91,93000,5
4496,Hardware,41,1,1,Yes,Explorer,4,2.25,78800,8
4500,Hardware,52,0,7,Yes,Explorer,1,2.42,80000,5
4503,Hardware,27,0,2,Yes,Diplomat,0,1.46,50000,3
4505,Hardware,62,0,1,Yes,Explorer,5,4,115000,10
4506,Hardware,54,0,4,No,Diplomat,3,2.15,78000,6
4508,Hardware,41,1,2,Yes,Diplomat,2,2.53,55800,7
4509,Hardware,56,0,1,Yes,Explorer,2,1.54,74000,6
4510,Hardware,55,0,1,Yes,Explorer,2,2.7,97000,7
4511,Hardware,37,1,1,Yes,Explorer,3,3.55,76600,9
4513,Hardware,56,1,1,Yes,Analyst,0,1.6,41800,3
4516,Hardware,27,0,2,No,Explorer,3,1.84,54000,4
4519,Hardware,42,0,1,Yes,Diplomat,2,2.83,86000,6
4527,Hardware,63,0,2,Yes,Sentinel,0,2.25,57000,4
4528,Hardware,24,0,3,Yes,Diplomat,0,4,62000,8
4529,Hardware,51,1,1,No,Explorer,2,1.7,60800,5
4532,Hardware,31,0,2,No,Explorer,1,3.3,50000,8
4536,Hardware,30,1,1,Yes,Analyst,2,3.34,64000,5
4538,Hardware,34,0,2,No,Diplomat,4,1.57,89000,6
4541,Hardware,59,0,4,Yes,Diplomat,1,3.62,105000,8
4544,Hardware,26,0,1,Yes,Sentinel,3,3.26,49000,4
4552,Hardware,50,0,5,Yes,Sentinel,0,2.47,57000,3
4553,Hardware,42,0,3,Yes,Explorer,2,1.11,71000,5
4557,Hardware,44,0,6,No,Explorer,1,3.82,98000,9
4560,Hardware,26,0,1,Yes,Diplomat,3,3.13,63000,8
4561,Hardware,53,0,4,Yes,Explorer,1,3.29,80000,7
4568,Hardware,30,0,1,No,Sentinel,5,2.01,48000,8
4570,Hardware,31,1,2,No,Diplomat,0,2.86,48800,6
4572,Hardware,36,1,2,Yes,Diplomat,0,1.2,64800,4
4573,Hardware,51,0,2,No,Explorer,1,3.91,87000,6
4576,Hardware,25,1,1,Yes,Sentinel,4,3.69,76000,6
4579,Hardware,63,0,1,Yes,Explorer,1,1.8,68000,3
4582,Hardware,40,1,2,No,Diplomat,0,1.99,52000,2
4586,Hardware,54,1,6,Yes,Explorer,4,2.75,71200,9
4589,Hardware,43,0,3,Yes,Diplomat,2,1.6,80000,5
4591,Hardware,43,1,2,Yes,Sentinel,5,2.93,68400,9
4593,Hardware,40,1,1,No,Diplomat,4,4,114000,9
4600,Hardware,64,1,1,Yes,Sentinel,3,4,68200,5
4603,Hardware,26,0,6,Yes,Explorer,4,3.24,84000,9
4604,Hardware,32,0,10,Yes,Diplomat,1,3.4,78000,8
4612,Hardware,60,1,1,Yes,Analyst,4,3.58,68000,8
4613,Hardware,63,0,1,Yes,Diplomat,4,2,85000,9
4618,Hardware,63,1,2,Yes,Sentinel,3,3.26,61400,4
4620,Hardware,58,1,2,Yes,Diplomat,1,3.73,60400,4
4621,Hardware,33,0,2,Yes,Diplomat,6,1.13,83000,7
4625,Hardware,64,0,6,Yes,Explorer,4,1.51,85000,6
4626,Hardware,28,1,2,No,Explorer,1,2.29,55400,8
4627,Hardware,54,1,2,Yes,Diplomat,2,3.51,100200,9
4630,Hardware,38,0,9,Yes,Diplomat,2,1.53,78000,10
4631,Hardware,24,1,2,Yes,Diplomat,3,4,69200,8
4632,Hardware,45,1,2,Yes,Explorer,1,3.11,79000,6
4635,Hardware,44,1,2,Yes,Analyst,2,4,63200,6
4638,Hardware,64,0,1,Yes,Diplomat,2,2.23,84000,5
4639,Hardware,62,1,1,Yes,Explorer,6,1.42,76600,9
4641,Hardware,59,0,2,Yes,Analyst,1,3.64,48000,3
4643,Hardware,53,0,2,No,Analyst,3,2.39,65000,2
4644,Hardware,38,0,1,Yes,Diplomat,2,1.29,59000,5
4650,Hardware,42,0,2,Yes,Sentinel,5,2.07,66000,4
4651,Hardware,36,0,2,Yes,Analyst,1,2.94,47000,5
4652,Hardware,49,1,1,No,Sentinel,1,1.95,48200,3
4653,Hardware,29,1,1,No,Explorer,4,3.25,69200,7
4661,Hardware,49,1,2,Yes,Explorer,1,2.55,72200,6
4666,Hardware,51,0,1,Yes,Explorer,1,1.51,77000,8
4667,Hardware,43,0,5,Yes,Diplomat,2,2.05,68000,5
4668,Hardware,31,0,2,Yes,Explorer,1,3.46,58000,4
4670,Hardware,46,0,2,No,Sentinel,3,3.04,58000,3
4673,Hardware,60,0,5,Yes,Sentinel,2,2.25,60000,5
4676,Hardware,46,1,3,No,Diplomat,3,2.32,61800,5
4678,Hardware,56,1,11,Yes,Explorer,3,1.62,61800,10
4679,Hardware,60,0,5,Yes,Diplomat,2,1.76,78000,6
4680,Hardware,36,0,1,Yes,Explorer,2,4,142000,7
4682,Hardware,35,0,7,No,Diplomat,0,4,74000,5
4687,Hardware,28,0,1,Yes,Diplomat,1,2.53,54000,5
4690,Hardware,36,0,1,Yes,Explorer,3,1.35,76000,7
4692,Hardware,60,0,1,Yes,Explorer,5,2.81,99000,8
4694,Hardware,34,0,1,Yes,Explorer,3,2.25,100000,6
4695,Hardware,47,0,9,No,Diplomat,3,3.92,104000,9
4698,Hardware,25,1,2,No,Explorer,1,3.8,53000,6
4699,Hardware,47,1,6,Yes,Explorer,2,3.8,88600,10
4700,Hardware,51,0,2,No,Diplomat,5,1.71,71000,6
4702,Hardware,48,0,9,Yes,Sentinel,4,3.23,130000,8
4704,Hardware,63,0,5,Yes,Diplomat,1,1.62,70000,7
4707,Hardware,51,1,2,Yes,Diplomat,4,3.65,101800,10
4708,Hardware,60,0,1,Yes,Diplomat,1,1.43,64000,4
4711,Hardware,30,1,1,Yes,Diplomat,3,2.23,71000,5
4718,Hardware,55,0,1,Yes,Diplomat,2,1.8,69000,6
4720,Hardware,65,0,13,Yes,Diplomat,0,1.77,63000,6
4724,Hardware,51,0,1,No,Analyst,1,1.56,49000,3
4726,Hardware,41,0,2,Yes,Analyst,6,1.16,66000,6
4728,Hardware,61,1,1,Yes,Diplomat,3,3.57,96800,8
4732,Hardware,56,0,3,No,Diplomat,0,2.66,48000,3
4733,Hardware,29,0,2,Yes,Sentinel,1,2.4,43000,3
4738,Hardware,44,0,7,Yes,Explorer,2,3.36,93000,8
4739,Hardware,35,0,6,No,Explorer,3,3.26,76000,9
4740,Hardware,53,0,2,No,Diplomat,4,1.47,78000,4
4741,Hardware,63,0,2,No,Diplomat,2,3.06,57000,6
4742,Hardware,38,0,1,Yes,Diplomat,2,1.81,96000,5
4746,Hardware,37,0,1,No,Diplomat,1,3.53,53000,3
4749,Hardware,52,0,2,Yes,Diplomat,5,1.62,119000,8
4751,Hardware,42,0,1,Yes,Diplomat,1,2.08,56000,5
4752,Hardware,61,0,7,Yes,Explorer,0,3.4,70000,10
4753,Hardware,44,0,2,Yes,Diplomat,2,2.06,94000,4
4755,Hardware,58,0,2,Yes,Explorer,3,3.45,71000,7
4756,Hardware,48,1,2,Yes,Analyst,0,2.21,40400,4
4761,Hardware,36,0,2,Yes,Sentinel,2,2.09,69000,4
4762,Hardware,61,0,2,Yes,Explorer,1,1.26,61000,4
4764,Hardware,36,0,1,No,Explorer,2,3.6,76000,7
4767,Hardware,54,1,6,Yes,Analyst,3,2.73,62200,10
4769,Hardware,45,0,1,Yes,Explorer,0,2.02,55000,3
4772,Hardware,55,0,2,Yes,Analyst,1,2.28,54000,3
4773,Hardware,63,0,2,Yes,Explorer,4,4,151000,9
4774,Hardware,43,1,8,Yes,Explorer,2,2.06,83400,8
4775,Hardware,54,1,3,Yes,Sentinel,4,3.53,88200,7
4778,Hardware,57,1,1,Yes,Explorer,2,4,77600,8
4779,Hardware,60,1,1,Yes,Diplomat,6,3.68,65000,5
4780,Hardware,63,0,2,Yes,Diplomat,5,1.85,128000,10
4781,Hardware,60,0,1,Yes,Sentinel,1,4,79000,3
4788,Hardware,46,1,5,Yes,Diplomat,2,2.49,88800,7
4789,Hardware,24,0,2,Yes,Diplomat,2,2.15,46000,4
4790,Hardware,28,0,1,Yes,Sentinel,2,3.14,54000,4
4791,Hardware,37,1,2,Yes,Explorer,1,2.19,61600,5
4792,Hardware,28,1,2,Yes,Diplomat,4,2.53,80400,6
4793,Hardware,40,0,2,Yes,Explorer,3,1.49,71000,7
4796,Hardware,63,0,12,Yes,Analyst,3,2.08,71000,9
4797,Hardware,50,1,2,Yes,Explorer,5,3.08,96000,6
4801,Hardware,25,0,8,Yes,Diplomat,1,2.5,50000,7
4803,Hardware,58,1,2,No,Analyst,2,2.66,59400,5
4804,Hardware,28,1,3,Yes,Explorer,1,3.49,74400,7
4806,Hardware,43,1,1,Yes,Diplomat,4,3.82,113400,10
4807,Hardware,45,0,6,No,Explorer,2,4,99000,9
4813,Hardware,59,0,6,Yes,Explorer,0,1.94,61000,5
4816,Hardware,35,1,9,No,Diplomat,4,2.89,86000,9
4817,Hardware,36,0,2,No,Sentinel,2,1.85,60000,3
4819,Hardware,31,1,6,No,Explorer,4,4,84800,9
4827,Hardware,41,0,2,Yes,Sentinel,3,3.53,52000,3
4832,Hardware,48,0,1,Yes,Analyst,2,3.34,63000,3
4833,Hardware,63,0,12,Yes,Diplomat,3,3.81,102000,9
4835,Hardware,33,0,1,Yes,Sentinel,2,3.1,102000,4
4838,Hardware,45,0,3,Yes,Explorer,1,2.33,75000,6
4843,Hardware,55,1,5,Yes,Analyst,6,1.81,58000,5
4844,Hardware,28,0,2,Yes,Explorer,3,3.02,67000,5
4845,Hardware,59,0,2,Yes,Sentinel,2,2.84,80000,3
4850,Hardware,39,0,2,No,Diplomat,3,3.51,103000,7
4851,Hardware,62,0,1,No,Explorer,2,3.89,100000,6
4854,Hardware,45,1,2,Yes,Explorer,6,1.22,89000,10
4855,Hardware,36,0,2,Yes,Explorer,0,4,78000,6
4856,Hardware,35,0,1,Yes,Analyst,3,3.27,71000,4
4857,Hardware,55,0,1,Yes,Explorer,1,2.12,82000,5
4858,Hardware,51,0,2,Yes,Analyst,1,4,98000,4
4859,Hardware,35,1,2,No,Diplomat,1,3.35,86000,7
4860,Hardware,58,0,2,Yes,Diplomat,4,2.88,113000,5
4861,Hardware,35,1,1,Yes,Analyst,5,3.27,53000,4
4863,Hardware,54,0,2,Yes,Explorer,3,3.46,109000,8
4865,Hardware,56,1,1,Yes,Explorer,0,3.6,52800,5
4867,Hardware,56,1,2,Yes,Explorer,2,2.75,65800,7
4869,Hardware,52,0,3,Yes,Diplomat,5,1.23,109000,10
4870,Hardware,34,0,9,Yes,Analyst,0,2.4,40000,4
4872,Hardware,36,0,1,No,Explorer,2,3.54,118000,6
4874,Hardware,51,0,2,Yes,Explorer,2,2.71,93000,7
4876,Hardware,28,0,4,Yes,Diplomat,1,1.73,49000,6
4880,Hardware,24,1,1,Yes,Diplomat,0,2.15,47200,4
4881,Hardware,34,0,1,Yes,Diplomat,1,1.58,63000,3
4883,Hardware,43,0,1,Yes,Diplomat,6,2.8,82000,9
4884,Hardware,55,1,3,No,Explorer,3,3.72,97000,5
4885,Hardware,57,0,2,No,Sentinel,4,3.85,76000,8
4886,Hardware,42,0,2,Yes,Explorer,0,3.12,81000,6
4887,Hardware,42,0,4,Yes,Sentinel,2,1.69,89000,3
4892,Hardware,58,0,2,Yes,Explorer,2,1.8,79000,7
4895,Hardware,57,0,2,Yes,Explorer,5,4,157000,10
4897,Hardware,46,0,1,Yes,Explorer,0,2.01,64000,2
4898,Hardware,28,0,2,No,Diplomat,1,2.61,64000,3
4900,Hardware,38,0,1,Yes,Sentinel,2,1.99,41000,6
4902,Hardware,35,0,2,Yes,Diplomat,1,2.38,80000,5
4903,Hardware,35,1,2,Yes,Explorer,3,2.6,94000,6
4904,Hardware,29,0,2,Yes,Sentinel,5,3.05,73000,4
4906,Hardware,42,1,10,Yes,Explorer,3,3.36,81600,10
4910,Hardware,52,0,2,Yes,Diplomat,1,3.32,78000,4
4912,Hardware,46,1,4,No,Explorer,3,3.95,83800,8
4913,Hardware,53,1,1,No,Diplomat,2,1.5,64400,7
4915,Hardware,60,1,2,No,Diplomat,3,3.19,71000,10
4920,Hardware,59,0,7,Yes,Explorer,3,3.2,103000,6
4921,Hardware,39,0,3,Yes,Explorer,5,1.3,85000,9
4924,Hardware,44,0,2,Yes,Diplomat,2,2.6,86000,6
4929,Hardware,26,0,1,Yes,Explorer,2,2.15,57000,5
4931,Hardware,46,1,2,Yes,Diplomat,5,2.36,95800,10
4938,Hardware,57,0,2,Yes,Diplomat,3,1.18,64000,5
4941,Hardware,57,1,9,Yes,Explorer,1,2.97,78600,8
4944,Hardware,29,1,1,No,Sentinel,2,2.61,52200,3
4945,Hardware,57,0,5,Yes,Sentinel,3,1.76,82000,5
4949,Hardware,34,0,6,Yes,Diplomat,2,2.5,74000,7
4950,Hardware,32,0,5,Yes,Explorer,2,1.66,73000,10
4951,Hardware,63,1,5,No,Sentinel,1,2,36400,5
4952,Hardware,55,0,2,No,Diplomat,4,2.32,76000,7
4954,Hardware,65,1,1,Yes,Explorer,5,3.02,94000,10
4956,Hardware,46,0,5,No,Explorer,1,3.52,76000,10
4957,Hardware,28,1,8,Yes,Analyst,2,2.71,61400,6
4960,Hardware,63,0,2,No,Explorer,0,3.02,65000,4
4961,Hardware,38,0,1,Yes,Sentinel,3,1.85,56000,6
4963,Hardware,60,1,7,Yes,Explorer,0,1.45,52000,4
4968,Hardware,62,0,2,Yes,Diplomat,3,2.38,59000,5
4969,Hardware,40,1,2,Yes,Explorer,1,3.68,104000,6
4973,Hardware,31,0,1,Yes,Sentinel,1,3.85,66000,3
4976,Hardware,61,0,1,No,Diplomat,2,2.46,67000,4
4977,Hardware,61,1,1,Yes,Diplomat,2,3.27,78800,7
4979,Hardware,55,0,9,Yes,Explorer,2,2.31,93000,9
4982,Hardware,64,1,1,Yes,Diplomat,1,3.39,67200,7
4984,Hardware,58,1,2,Yes,Analyst,5,4,91400,10
4985,Hardware,56,0,2,Yes,Explorer,2,2.52,75000,6
4987,Hardware,50,0,2,Yes,Explorer,2,3.14,78000,8
4988,Hardware,40,1,1,Yes,Explorer,3,1.43,56000,6
4989,Hardware,58,0,2,Yes,Sentinel,1,3.48,69000,3
4991,Hardware,26,1,5,Yes,Analyst,2,3.16,55800,5
4994,Hardware,42,0,1,Yes,Explorer,5,2.6,92000,7
4995,Hardware,58,0,1,Yes,Diplomat,1,3.24,89000,8
4996,Hardware,25,0,1,Yes,Explorer,3,1.38,55000,6
4997,Hardware,27,0,1,Yes,Diplomat,1,2.12,54000,7
4999,Hardware,56,0,2,No,Explorer,3,1.5,58000,5
5000,Hardware,47,1,2,Yes,Diplomat,2,2.48,70600,9
5001,Hardware,49,1,3,Yes,Explorer,3,3.34,67200,7
5005,Hardware,41,0,9,Yes,Explorer,6,2.92,118000,8
5006,Hardware,39,1,2,No,Explorer,1,4,67200,9
5008,Hardware,55,0,2,Yes,Explorer,1,4,107000,9
5013,Hardware,39,1,1,Yes,Explorer,3,2.22,70200,6
5014,Hardware,28,1,1,Yes,Diplomat,5,3,79400,8
5017,Hardware,56,1,3,Yes,Diplomat,2,1.69,63800,6
5020,Hardware,51,0,1,Yes,Sentinel,3,4,105000,8
5023,Hardware,34,0,7,Yes,Diplomat,1,3.31,88000,10
5024,Hardware,65,0,2,No,Analyst,1,1.45,35000,3
5025,Hardware,36,0,10,Yes,Explorer,1,1.29,57000,7
5026,Hardware,33,0,10,Yes,Diplomat,2,1.72,63000,8
5031,Hardware,34,1,5,Yes,Diplomat,3,2.03,77200,8
5032,Hardware,50,0,1,Yes,Diplomat,3,1.26,85000,5
5035,Hardware,63,0,1,Yes,Explorer,3,3.69,101000,6
5036,Hardware,38,1,2,No,Diplomat,3,2.62,56400,5
5037,Hardware,61,0,10,Yes,Explorer,1,2.62,74000,6
5039,Hardware,41,0,1,Yes,Explorer,4,3.29,71000,5
5041,Hardware,61,0,2,Yes,Explorer,1,2.35,86000,5
5042,Hardware,37,0,8,Yes,Diplomat,4,3.01,110000,9
5043,Hardware,61,1,1,Yes,Sentinel,1,4,55800,5
5044,Hardware,47,1,7,No,Diplomat,2,3.03,69600,7
5045,Hardware,30,0,1,Yes,Diplomat,1,2.97,65000,7
5047,Hardware,57,0,2,No,Explorer,5,3.45,88000,8
5054,Hardware,35,1,1,Yes,Explorer,4,1.11,73000,6
5055,Hardware,30,0,3,Yes,Diplomat,3,3.61,71000,8
5058,Hardware,40,1,8,Yes,Sentinel,1,2.25,63000,4
5059,Hardware,54,0,4,Yes,Diplomat,2,2.94,80000,4
5061,Hardware,33,0,2,Yes,Analyst,1,2.39,48000,2
5062,Hardware,47,1,1,No,Sentinel,1,4,48600,5
5063,Hardware,25,0,1,Yes,Analyst,2,3.06,55000,5
5064,Hardware,38,0,2,Yes,Analyst,2,1.99,64000,3
5067,Hardware,48,0,1,No,Diplomat,0,1.15,39000,3
5069,Hardware,44,1,4,Yes,Diplomat,0,3.31,56200,6
5070,Hardware,35,0,1,Yes,Explorer,4,2.89,83000,6
5073,Hardware,53,1,2,Yes,Sentinel,3,3.1,72400,6
5074,Hardware,27,0,2,No,Sentinel,2,1.53,49000,5
5075,Hardware,31,1,12,No,Diplomat,3,1.94,61800,9
5079,Hardware,45,1,2,Yes,Analyst,4,3.2,87000,7
5080,Hardware,36,1,2,Yes,Diplomat,3,1.91,93800,8
5083,Hardware,27,1,1,Yes,Diplomat,1,2.01,47600,6
5084,Hardware,61,1,10,Yes,Diplomat,3,1.89,83800,7
5086,Hardware,47,0,2,Yes,Explorer,5,2.58,141000,9
5088,Hardware,44,0,1,Yes,Explorer,0,3.05,81000,4
5089,Hardware,61,1,10,No,Explorer,1,4,84800,9
5091,Hardware,46,1,2,No,Explorer,3,4,99800,9
5096,Hardware,31,0,1,Yes,Sentinel,3,3.1,82000,5
5097,Hardware,27,1,1,Yes,Diplomat,2,1.17,48600,4
5100,Hardware,61,1,5,Yes,Explorer,2,3.2,87800,10
5101,Hardware,62,1,2,Yes,Explorer,2,3.23,87600,10
5102,Hardware,31,0,2,No,Diplomat,1,2.16,46000,3
5106,Hardware,26,0,1,Yes,Diplomat,0,2.03,53000,4
5107,Hardware,25,0,3,Yes,Diplomat,3,3.01,65000,7
5111,Hardware,53,0,1,Yes,Diplomat,1,1.11,54000,4
5112,Hardware,39,0,1,Yes,Diplomat,3,1.81,86000,6
5116,Hardware,39,0,1,Yes,Analyst,3,2.03,70000,5
5117,Hardware,25,0,2,No,Explorer,5,2.44,68000,9
5118,Hardware,56,0,1,Yes,Sentinel,2,3.92,68000,4
5119,Hardware,24,1,2,Yes,Diplomat,0,2.76,52200,4
5120,Hardware,27,0,7,Yes,Diplomat,4,1.63,69000,10
5121,Hardware,32,1,2,No,Explorer,1,2.9,48600,4
5122,Hardware,60,0,1,No,Diplomat,5,4,112000,10
5126,Hardware,31,0,3,Yes,Sentinel,1,1.72,62000,3
5128,Hardware,49,0,2,No,Analyst,0,2.69,51000,2
5130,Hardware,61,0,7,Yes,Diplomat,2,2.76,93000,6
5131,Hardware,64,0,2,Yes,Explorer,1,2.76,45000,5
5133,Hardware,35,0,10,Yes,Explorer,1,1.76,71000,8
5134,Hardware,57,0,1,Yes,Sentinel,2,2.2,56000,5
5137,Hardware,46,1,11,Yes,Sentinel,2,3.04,62800,7
5139,Hardware,50,1,8,Yes,Explorer,5,2.48,92000,8
5140,Hardware,46,0,2,Yes,Diplomat,6,3,127000,8
5141,Hardware,55,0,1,Yes,Diplomat,2,2.92,68000,4
5151,Hardware,36,0,1,Yes,Explorer,3,1.67,93000,6
5156,Hardware,53,0,2,Yes,Diplomat,1,3.73,98000,5
5161,Hardware,57,1,7,Yes,Explorer,1,4,86600,8
5164,Hardware,43,1,2,Yes,Explorer,3,4,92400,9
5168,Hardware,54,0,2,Yes,Explorer,4,2.18,131000,7
5173,Hardware,50,1,2,Yes,Diplomat,3,3.34,86000,4
5177,Hardware,25,0,2,Yes,Explorer,2,2.87,72000,8
5178,Hardware,29,0,3,Yes,Explorer,1,1.25,52000,4
5181,Hardware,55,1,1,Yes,Diplomat,3,1.9,67000,9
5182,Hardware,44,0,2,Yes,Explorer,3,2.98,93000,10
5183,Hardware,51,0,9,Yes,Sentinel,5,2.79,136000,6
5184,Hardware,25,0,1,Yes,Diplomat,1,2.84,40000,5
5195,Hardware,64,1,1,No,Diplomat,2,1.21,47200,3
5196,Hardware,61,1,2,Yes,Analyst,5,3.05,68800,4
5198,Hardware,44,1,6,Yes,Diplomat,2,1.38,48200,9
5199,Hardware,60,1,6,No,Explorer,4,2.56,79000,6
5202,Hardware,43,0,1,Yes,Explorer,3,2.23,92000,5
5203,Hardware,50,0,1,Yes,Explorer,5,3.35,116000,9
5206,Hardware,25,0,8,Yes,Diplomat,3,3.25,78000,8
5210,Hardware,45,1,10,Yes,Diplomat,0,4,102000,9
5214,Hardware,50,1,2,Yes,Diplomat,4,2.67,82000,8
5215,Hardware,57,0,1,Yes,Diplomat,3,3.26,92000,8
5216,Hardware,35,0,2,Yes,Sentinel,1,3.81,71000,5
5218,Hardware,54,0,1,Yes,Explorer,0,3.02,92000,6
5219,Hardware,48,0,1,Yes,Diplomat,2,2.48,55000,3
5222,Hardware,53,0,8,Yes,Explorer,2,3.94,110000,9
5224,Hardware,37,1,1,Yes,Explorer,0,2.18,54600,5
5229,Hardware,60,0,1,Yes,Explorer,5,4,105000,9
5231,Hardware,49,1,1,Yes,Diplomat,5,2.33,108200,9
5232,Hardware,27,0,1,Yes,Explorer,6,1.24,65000,8
5233,Hardware,35,1,2,Yes,Diplomat,3,3.38,94000,10
5235,Hardware,48,0,2,Yes,Diplomat,2,2.75,99000,8
5238,Hardware,54,1,2,No,Diplomat,1,2.15,60200,4
5239,Hardware,45,0,1,Yes,Explorer,2,1.36,66000,6
5243,Hardware,50,1,2,Yes,Diplomat,2,1.88,63000,5
5246,Hardware,40,0,8,Yes,Explorer,1,2.39,75000,7
5247,Hardware,62,0,1,Yes,Diplomat,5,1.61,80000,7
5248,Hardware,60,1,2,Yes,Analyst,4,3.09,70000,7
5249,Hardware,42,0,2,Yes,Diplomat,1,3.68,96000,9
5250,Hardware,39,0,6,Yes,Explorer,2,2.16,103000,8
5251,Hardware,30,1,2,Yes,Diplomat,5,1.31,56000,8
5256,Hardware,40,0,2,Yes,Diplomat,2,2.12,66000,5
